# canonical<TAB>heard aliases<TAB>entity context cues<TAB>ordinary-word context cues
Claude	cloud	Anthropic,AI,人工智能,大模型,模型,assistant,助手,订阅,subscription,充值,会员,Opus,Sonnet,Haiku,Max,Pro,Code	server,storage,computing,platform,region,network,服务器,存储,计算,平台,区域,网络,部署
